first,second,gcd
1110110111111000,0010001011110111,0000000000000001
1110011011111000,0000111100111011,0000000000000001
0110101111111000,1010111001101010,0000000000001010
0111010010100110,1010101111100110,0000000000000010
1100110011001001,0100000110010100,0000000000000011
0011101101011010,0001001001011110,0000000000000010
1001111101001011,0001000011000010,0000000000000011
0101001101100100,0101000110100101,0000000000000011
0110000111011010,1111111110110001,0000000000000011
0100100010110001,1110001110001001,0000000000000001
0110111110100001,1010110001001101,0000000000000001
1001111100111111,1010110110111011,0000000000000011
0010000000100010,1001010110011100,0000000000000010
1001001000010110,1001010101010011,0000000000000001
1101101010010001,1011010000111000,0000000000000001
1110001110100101,1111000000001001,0000000000000001
0100000000000111,0111001010010111,0000000000000001
0110001001010111,1111000010001000,0000000000000001
1100011110100100,1111001101101110,0000000000000010
0111101010000000,1011111101001110,0000000000000010
0010101101101101,0000010110000011,0000000000000001
0100010101101101,1010110111011011,0000000000000001
0010010011001110,1101110100110100,0000000000000010
0110100101111001,0000001100110001,0000000000000001
0011011111100011,0000000011000010,0000000000000001
1110000100100100,0110001010101110,0000000000000010
1111010111101101,1111101101001010,0000000000000001
0000010011000110,1011111001110011,0000000000000001
0101010010100100,1001010100011011,0000000000000001
0101100001010111,1000011111011100,0000000000000101
0000010000111101,0101110001111101,0000000000000001
1001001100101000,1110111111111011,0000000000000001
0001111111111100,1010001111110111,0000000000010111
0110010111010001,0001000000011011,0000000000000001
1010111000001110,1111010011100101,0000000000000001
0110010000010010,1000110110101100,0000000000000010
0001010110101100,0101110011010100,0000000000000100
0000100111001110,1001100111000100,0000000000000010
1001110110000011,0100001001010100,0000000000000011
0101000000100100,0110010010110100,0000000000000100
0011011010010000,0000011011110100,0000000000000100
1110101001010000,0001001010010110,0000000000000010
0111101011101000,1010000100100010,0000000000000110
1100000000010011,0101111101110110,0000000000000001
1111011010011011,0111101001010110,0000000000000001
0100110010101101,1100100011101101,0000000000000001
0001111100010110,0001000101011111,0000000000000001
1111011111100010,0011011110101000,0000000000000010
0001100110100110,0101011010011110,0000000000000010
1111011111101111,1101110101110101,0000000000000001
1010110111001100,0111111011000011,0000000000000001
1111000110010000,0110101110001110,0000000000000010
1000001110111100,1100000110010001,0000000000000001
1111101001010001,0101101011101010,0000000000000001
1110111011000100,0010001011111100,0000000000000100
0110000111001001,0011000110101011,0000000000000001
1111110101110001,1000001111110010,0000000000000001
1111110000100101,1000100011000101,0000000000000001
0001001110100111,0011011010111110,0000000000001101
0100110111010101,0001000010100110,0000000000000001
1011100011111111,0100101001100101,0000000000001101
0001110110100101,0111101110011110,0000000000000001
1001101111010001,1000100001011111,0000000000000001
0110011011011101,0010110010101110,0000000000000001
0000111000100011,0111011111100001,0000000000000001
1110000011110001,0110011000010101,0000000000000011
1100110000011000,1010010001100110,0000000000000010
0011010100010101,0011101101101010,0000000000000001
0111011100111101,1111000100010011,0000000000000101
1010011011111001,0100110110001011,0000000000000001
0111110110001011,1111010110111001,0000000000000001
0011001011001001,0100001000000011,0000000000000001
1110011011010011,0011000110110101,0000000000000001
0000111111101110,0110000001001011,0000000000000001
0001010000001101,0010010011010111,0000000000000001
0101111101101011,1001100100011101,0000000000000001
0010101011011111,0101110010011000,0000000000000001
0001011110110111,0100000111010100,0000000000000001
1011100111101110,0100010000100011,0000000000000001
1010010011010111,0001000101010110,0000000000000001
1010010101010110,0011111000000000,0000000000000010
1100010101011011,1110001000100101,0000000000001011
1110111111110000,1101101001010101,0000000000000001
0001010011101000,0001100100011110,0000000000000010
1000101101011001,0001101001110011,0000000000000011
0001100011000001,0111111111010101,0000000000000001
1110100000100101,0111010011111111,0000000000000001
1011010001110011,0110111001100011,0000000000000001
0110110001111111,1111111111100001,0000000000110111
1000101111011000,0111010010101110,0000000000001010
0110001100110001,0001000000101010,0000000000000001
0010100010101110,0100101110101111,0000000000000001
0011010011101011,1011010001100111,0000000000000001
0010110111011100,0100000100110000,0000000000000100
1011001110000000,0110010010011011,0000000000000001
0001001111110100,1110100011100000,0000000000000100
0111101101001010,1110100010001011,0000000000000001
0101000001101111,1010101111000111,0000000000000001
1000011001010101,1001110001111000,0000000000000011
0000101111110000,0111111111110011,0000000000000001
0110101111100010,0011101011111100,0000000000000010
0101001011100011,0010111111101101,0000000000000001
0011110011010100,0111011011010101,0000000000000001
1110101001101011,0001011001010101,0000000000000001
0101111010101001,1010100111010100,0000000000000001
1001111111000001,1011010001111010,0000000000000001
0011100011110011,0010010110111100,0000000000000001
0100100000100000,0010110110100110,0000000000000010
0111010001010001,1101110000111111,0000000000000001
1110001001110011,1111101010111101,0000000000000001
0011001011010001,0111100111000001,0000000000000001
0000110000110101,0001001100010010,0000000000000001
1100101001100111,0100110001100000,0000000000000001
0011011000001000,0111100110001111,0000000000000001
1010010100001010,1001010110111001,0000000000000001
0100100111011110,0110010010111010,0000000000000010
0000001101011011,1011011010011100,0000000000000001
1000011111011000,0000010010010000,0000000000001000
1110010000011110,1101011100111010,0000000000000110
0011010000000001,1000100100110010,0000000000000001
0100110010101111,1110001100111010,0000000000000001
1000010001010111,0001010110011001,0000000000000011
0011111101110110,0010001010001101,0000000000000001
1101100100001110,0100101111011000,0000000000000110
1011100011111011,0101111000111000,0000000000001111
1111011111100011,1011000110001001,0000000000000001
0110011010000110,1001100010101011,0000000000001011
1100000010100011,0000111100010010,0000000000000001
1001101100100000,1101011010001100,0000000000000100
1011001111111011,0101111000100111,0000000000000001
0100110010110111,0010011101001101,0000000000000001
1001111011110101,0011001010000100,0000000000000001
0001110000001001,0110110110010100,0000000000000001
0000100011010000,0010011010100110,0000000000000110
1001100011110110,1001001110101000,0000000000001110
1000110101111111,1000101100010001,0000000000000001
1000000000000100,0101000011100000,0000000000000100
0101010111000101,0101101101001001,0000000000000001
0110010110001100,1000001000011111,0000000000000001
1011101000100111,0001000101100110,0000000000000001
1000101000011001,0111111100001100,0000000000000001
1001010011001111,1011011101010000,0000000000000001
1000011101110110,1010111110101011,0000000000000001
1011001110001111,0101010011100001,0000000000000001
0100000110111110,0010011101101011,0000000000000001
0100110111110010,1011101100001010,0000000000000010
1110000101101001,0101100100011101,0000000000000001
0101111011000111,0001011000010011,0000000000000001
0111000001001110,1101010011000001,0000000000000101
0101011100001010,0000111010010011,0000000000001101
0000001010001000,1100111000010111,0000000000000001
1110101011101001,1111111011101100,0000000000000001
1101011110001100,1101001011001001,0000000000000001
0011111010001111,1111011010001100,0000000000000001
0010001001001000,0010110000111110,0000000000000010
1011000111001101,0110100110010101,0000000000000001
1101100100001100,1001111011100100,0000000000000100
1100110010111100,0001011011001010,0000000000000010
1100011110000101,0110000111110010,0000000000000001
1011111100011001,1000011111100001,0000000000000011
1011001010100001,0011011001100100,0000000000000001
1110010001010110,0101110111001001,0000000000000001
1101010010000010,0000110001011011,0000000000000001
1000111100001111,0111111100011101,0000000000000001
0110011101101110,1011111111010001,0000000000000001
1010010111110100,0011101100010110,0000000000000010
0011011000111101,1111000001010001,0000000000000001
0111010000001001,0010000111010101,0000000000000001
0101010100010000,0111000110000100,0000000000000100
1001110001100011,0000101001010110,0000000000000011
0110011001011011,1010111100100101,0000000000000001
0010110110011011,0111110010010001,0000000000000001
0011110001001000,1010010011101101,0000000000000001
1110100000101011,1010001110110111,0000000000000001
1101100100110011,0001011110110100,0000000000000001
0010010011011000,0111101011000100,0000000000100100
1010010101111111,0001001010010111,0000000000000001
1101111010000110,1010000100100111,0000000000000001
0011110100100101,1011100110100011,0000000000000001
1100010100110101,1101001111001000,0000000000000001
1011100000100000,0101011001001110,0000000000000010
0101011110011100,1011011110010100,0000000000000100
1100000100011110,0110111111001011,0000000000000001
0001111001101001,1111000000100011,0000000000000101
0000101001010011,0011100110010010,0000000000000001
0111010011001111,1001001011110010,0000000000000001
1010011110010101,0011111111111010,0000000000000001
0111011100100000,0000010110111100,0000000000000100
1010101011100001,1110101100100000,0000000000000001
1000110000010001,1010111001110011,0000000000000001
0000100011111101,1010110011100111,0000000000000001
1001111001110001,1100100111101001,0000000000000001
1111011110011001,0011000001100111,0000000000000001
0101100100011110,1010010011010000,0000000000000010
1101011110111011,1101010000111101,0000000000000011
1111100000010011,1000001100110110,0000000000000001
1110101110011100,0111101001101101,0000000000000001
0010101110101100,0010001010110110,0000000000000010
1010011011000000,0111110001011110,0000000000000010
0000111111111000,1100100111001111,0000000000000001
0101011000100111,1110000111000011,0000000000000101
1001101001101110,0010101100100011,0000000000000011
0100111010001010,0111100111111101,0000000000000001
1111110010100011,0110000001001100,0000000000000001
1101000001101011,1111011100011110,0000000000000001
0101100011000111,0110100100110010,0000000000000001
1010000111110010,1101001110111000,0000000000000010
1101111000011011,1110110111111111,0000000000000011
0111100000110010,0101110101110111,0000000000000001
0000110100000011,0000100100011000,0000000000000001
1100000011110110,1000111001010001,0000000000000001
1000101111101010,0000000011011001,0000000000000001
1111000100000110,1110111100011101,0000000000000001
1001100111011011,0101011001100101,0000000000000001
0000000000101011,1110011101010001,0000000000000001
1010001100011111,0111000101001000,0000000000000001
0110010000010111,0101111010011011,0000000101011111
1111010011010000,1110000010111100,0000000000000100
0101101111011000,0111111011001001,0000000000000001
1001111000001100,1001100111000000,0000000000010100
0100110000101100,0111111001001010,0000000000001010
0101111010100101,1111101010010100,0000000000000001
1000111101011100,0100011100111011,0000000000000101
0100100000100101,0101110111011111,0000000000000001
1000111000001101,0110111110011001,0000000000000001
1111000011011101,0011101010101101,0000000000000001
0101111011100011,1100100100100011,0000000000000001
1100011101000010,1110100011101110,0000000000001010
0100100110011011,1100110101100111,0000000000000001
1100011110010010,1001010100100111,0000000000000001
1011000110101000,1010001100000100,0000000000000100
0000111000111010,1000101000010000,0000000000000010
1100011001011011,1001100100011110,0000000000000001
1100111000001011,1110001110010000,0000000000000001
1001100101011000,1010101100110001,0000000000000001
1000010110010010,0010100100101010,0000000000000010
1000111000100101,1000010101010010,0000000000000001
1101001111110111,1101001110111110,0000000000000001
1100001101000011,1000010100000011,0000000000000001
0010110001000110,0100111010010111,0000000000000001
0011100100001110,0000000010100001,0000000000000001
1000111010011101,1010001010001100,0000000000000001
0101111010110111,1101101000000010,0000000000000001
1001101010111110,1111100000100001,0000000000000001
1101100100011110,1110111111110010,0000000000000010
1010001111101111,1011111101100101,0000000000000001
0110111011101100,1000100100100000,0000000000000100
1111001100011010,0111111101011110,0000000000000010
0001010101010100,0110010110001100,0000000000000100
1010100010000010,1111100011011010,0000000000000010
0010011001110101,1111010011001000,0000000000000001
0001011010000001,0110110000110101,0000000000000001
1011000100000110,1110101110100111,0000000000000011
0101101111001011,1100111011101000,0000000000000011
1110110010001100,0110110010010011,0000000000000001
1110101000101110,0110111011100110,0000000000001010
0011001100110001,0110111011100100,0000000000000001
1001011110100011,1001100110011001,0000000000000001
0000001111010000,0101010101000011,0000000000000001
1010110101100110,0011000100101101,0000000000000001
0011011001000010,0001000101011011,0000000000000011
1011010010011101,0000011111000110,0000000000000001
1010111111101011,1101110001100100,0000000000000101
1111011111110110,1010100011001010,0000000000000010
1101010011101001,0010011001001101,0000000000000101
1111010111111001,0011100101111010,0000000000000001
1001011000110011,0111111101000100,0000000000000011
1000001111111011,1011001110101101,0000000000000001
0111011001100000,1100101100000000,0000000000100000
1011111110100110,0010000010001110,0000000000000110
1011010100011110,1111100010011110,0000000000000010
0111011001011001,1111011001110100,0000000000000001
0111111110111011,0111101110000110,0000000000000001
1100001001100100,0000111111110101,0000000000000001
0111000110000001,0111100011111101,0000000000000001
1110011110010101,0111101001000000,0000000000000001
1001011001111111,1001111011001111,0000000000000001
0111010010011011,0111011011101110,0000000000000001
0001111101100000,0000000011101000,0000000000001000
1000111010101011,1101000110011010,0000000000000001
0010111010000010,1101101100101000,0000000000000010
1010010001010000,1000101110111101,0000000000000001
0111001001010010,0111000000110001,0000000000000001
0010001010111100,0000101011100111,0000000000000001
1110110011011000,1001000001010110,0000000000000010
1000101010011111,0010011101001011,0000000000000011
0111100011101101,0000101011111010,0000000000000001
1001011001111110,0110000011001000,0000000000000010
0001011111110110,1100010111000100,0000000000000010
1111110101001100,1001001111100100,0000000000000100
0110110101011101,1011001011011001,0000000000000001
1010010111111101,0100100100111000,0000000000001011
1001100000011100,0001001010011001,0000000000000011
1000101111000100,0000011010110001,0000000000000001
0100110111111001,0111011101111001,0000000000000001
0110011101111110,0011011010101100,0000000000000010
0010100111000001,1001110011111010,0000000000000001
0001111100010101,0001001011000100,0000000000000001
0111110011001101,1110010001010100,0000000000000001
1011110110100111,1100110110010100,0000000000000001
1111011010010001,0111000010011001,0000000000000001
1101001010111001,1010011011100010,0000000000000001
0010010111111000,1100011000111111,0000000000001001
0100010101110100,1010110100000000,0000000000000100
1111101111010110,0011110001111101,0000000000000101
0100110011010100,0010110001000001,0000000000000001
1010111111111001,0111010111111011,0000000000000001
0110110011000101,0000011111011110,0000000000000001
1011011111010010,0111000100110110,0000000000000010
0101111011110111,1010001000000100,0000000000000001
1001110011001100,0101101011000011,0000000000001111
0011011000100011,0101101011000011,0000000000000001
0100111101100100,0111001000111101,0000000000000001
0100101110010010,1111111011101010,0000000000000010
0111011011101001,1110110110110011,0000000000000001
0101111101111101,0100001011100110,0000000000000001
0010000000010101,0000001111010100,0000000000000001
1011110000001100,0010000011101001,0000000000000101
0100001001100001,1111100011100100,0000000000000001
0101111010111001,0001100010100000,0000000000000001
1010010001011011,0101101011111111,0000000000001111
1000011000011101,0001110110010110,0000000000000001
1110001100000001,0101111101000000,0000000000000011
0011011101001010,0100101011000001,0000000000000011
0111110111010111,1111011100000111,0000000000000001
0010101010101100,0110100111011101,0000000000000001
1100000101101110,0100101101001100,0000000000000010
0001000000101101,0010110001010010,0000000000000001
0000110110100001,0010111111010111,0000000000000001
1111001110010110,0111010001110011,0000000000111001
0101111110101001,0110000011011010,0000000000000001
0101110101010011,0101101010111010,0000000000000111
1011100011111101,0011100101010101,0000000000000001
1010000111101011,0111011000010101,0000000000000001
0010011010010111,0111100010100010,0000000000000011
1001111100111010,1111111100010000,0000000000000010
1000011111011011,0001010001010011,0000000000000001
0110110100101011,0011100000101011,0000000000000001
0010111001110011,1010000011000101,0000000000000001
0101010111001100,0000100100001111,0000000000000001
0000011011001010,1101100111000000,0000000000000010
1100111000101011,0111101010001101,0000000000000001
0111111001011101,1001100110110111,0000000000000011
0000001101011010,1101111010100000,0000000000011010
0100100011000100,0101001001001111,0000000000000001
0111010001111111,0101100010100101,0000000000000001
0010011000001111,1110111110110110,0000000000000001
1100100101001010,0011010101111100,0000000000000010
0101001111101011,0010001110101101,0000000000000001
0001100001001011,1100000000000101,0000000000000001
1100011000101010,1001010101010101,0000000000000011
1000100001101010,1011110100000111,0000000000000001
0111100100000100,0010000000001001,0000000000000001
0000101011101110,0000001011001001,0000000000000001
1001001100111010,1001001011111111,0000000000000001
0010000100000010,1010101100011011,0000000000000001
1000101101000001,0111000001101101,0000000000010001
0111100001011100,1111011011001100,0000000000000100
0100000100001111,1101001101100111,0000000000000001
1001001110010001,1010100101000111,0000000000000001
1111010100100001,1111111010101000,0000000000000001
0110111011000110,1100110000111100,0000000000000010
0100101010001000,0000110110101011,0000000000000001
1010011100101010,1001000011001010,0000000000000010
0110110001011011,0100010001101011,0000000000000001
0100110101111001,1111111101001101,0000000000000001
0011010111110101,0000010010111111,0000000000000001
1100101111011011,0111100101100001,0000000000010111
1010011010001111,1110011111110100,0000000000000001
1110010111010001,1101010001101001,0000000000000001
0011001110111001,1001100011110110,0000000000000001
1110001100100100,1111011110111111,0000000000000001
1100001001110011,1000100011111000,0000000000001001
0001010010101101,0111111000100101,0000000000000001
1001011000100000,0101011011000000,0000000000100000
0100101101100001,1001101001011111,0000000000000001
1110000110000000,0001000110010111,0000000000000001
0010010111000101,0010010011001100,0000000000000011
0101110111011010,1010111001111011,0000000000000001
0001100001101101,1000011100101100,0000000000000001
1111101000000110,1100001111101000,0000000000000010
1111111011101000,1111111100001111,0000000000000011
1101010100111001,1101111100010100,0000000000000011
1000001111110001,1001101110101001,0000000000000011
1111101011101010,1000001101100101,0000000000000001
1110100110011001,1001101011100001,0000000000000001
1000011100101010,1001101000101110,0000000000000010
0101111010001000,0100110101000101,0000000000000001
1101001110000000,0110000001101100,0000000000001100
1000001110101100,0010100011111110,0000000100111110
1110000110010111,0110101100011000,0000000000000001
0111100000010010,0110010001101000,0000000000000110
0100100111101010,0001110010100100,0000000000000010
1011001011110011,1001100110110101,0000000000000001
0101100000110110,1011111100011011,0000000000000111
1101000011010111,1010011101101001,0000000000000001
1011100110100011,0010110010100111,0000000000000111
0000011111110010,1011101100001100,0000000000000010
0111100110110011,0100111111001010,0000000000000001
1110000110111001,0010001010011101,0000000000000001
0001100010000111,1100111101001010,0000000000001101
1111000111001010,0110110110011100,0000000000000010
1000110010101111,0010000110000110,0000000000000111
1100110101010110,0100001110110010,0000000000000010
1010111000100111,0010000100010111,0000000000000001
0001111010001110,1110101111101111,0000000000000001
1111111101011100,0110111011101011,0000000000000001
0011100011001101,0011001110010011,0000000000000011
0000001111101100,0101010010000100,0000000000000100
1001010111110101,1110111100000011,0000000000000001
0010011010010010,0000001010010100,0000000000000010
1111001011010110,1000001001111110,0000000000000010
1100110001001011,1111101011010111,0000000000001001
1110010010001100,0010000000101101,0000000000000001
0010010010001010,0111101100110001,0000000000000001
1101010101110101,0010001100010100,0000000000000101
0001001011001110,1101101001111100,0000000000000010
1011010110110011,1100011100010110,0000000000000001
0100100101101111,1100010011101001,0000000000000001
1000010000001110,0100110101001101,0000000000000001
0010011110000110,0001010111100000,0000000000000010
1111111110001011,0110111010010110,0000000000000001
0111000011001001,0001001001100011,0000000000000001
0110111110111000,1000100100100010,0000000000000010
0010001001010111,1001110110111000,0000000000000001
0000000100111010,0010011000011001,0000000000000001
0010000100010000,1111100100100010,0000000000000010
0110001010000001,0101101010011111,0000000000000001
1001100111010000,0110111010100010,0000000000000010
1101010011001001,0100011101111001,0000000000010011
1001101001010110,1000001100111111,0000000000000001
0001010010000111,1100010010011110,0000000000000001
0000100000010001,0010010101001100,0000000000000111
0111101010100110,0000000011111011,0000000000000001
1010001101010011,1011000001010011,0000000000000001
1000100011011110,1110111100111111,0000000000000001
1101100000010000,1011010111101110,0000000000000010
1101110001111101,1111111001000000,0000000000000011
0011100010101110,1111001111100100,0000000000000010
0011111001111100,0010000001001011,0000000000000001
1011001101100111,1111111111001000,0000000000000001
0000000100100111,0001000111000011,0000000000000001
1010000001010100,1110010111110010,0000000000000010
1111110101000000,0001111010111110,0000000000000010
0010010101100100,1110101110101111,0000000000000001
1100011100000111,1010011100111010,0000000000000001
0010110101000011,0101110111111100,0000000000000001
0001100111110001,1001001110111010,0000000000000001
1100101101110011,1001011011010110,0000000000000001
0001001011101111,1011101001101001,0000000000000001
0101111101100101,1110011110011110,0000000000000001
1110000000000100,0000000001111101,0000000000000001
0000010111011110,1111010011011010,0000000000000010
0101010011100010,0110110100000101,0000000000000001
0011100100110110,0111010110011011,0000000000000001
0000100111000101,0101001100001000,0000000000000001
0110010010110011,0100110101111110,0000000000001101
1000010111011000,0100010010101000,0000000000001000
1101110000110110,0100001011111001,0000000000000001
1110001100101101,1101001100011010,0000000000000001
0000000110011001,0001100101110000,0000000000000001
0101111010001111,0100101101110011,0000000000000001
1100000111100000,0000000000000111,0000000000000001
0001011010100111,1100001110100110,0000000000000001
0110011100001111,1100101101101011,0000000000000001
1100111100000001,0100010010111111,0000000000000001
1100100110101100,0001000001001100,0000000000000100
0001101100100000,0011010101001010,0000000000000010
0000011010110100,0010101110001110,0000000000000010
0010000100010010,1010000100000110,0000000000000010
1001110011101010,0010111000010011,0000000000000101
1010100000100011,1110100010110001,0000000000000001
0000011111000100,1111011100000111,0000000000000001
1100100011000100,0001110000011101,0000000000000011
1110001011001111,0111011010111010,0000000000000001
1110111010111111,0001010101001101,0000000000000001
1101001100111001,0010001111111111,0000000000000001
1111110001001111,1101100001001011,0000000000000001
1111001111011111,0000000111011111,0000000000000001
0011101000101110,0000000001110010,0000000000000010
1100111000001000,0011111101011110,0000000000000010
1000110011110101,0001101000100100,0000000000000111
1001010110100100,1000001110101000,0000000000000100
0110011000111001,1000101101101001,0000000000000001
0110111101100000,1000101011111001,0000000000001001
0001110101001110,0001101100000110,0000000000000010
0001010110010001,1010100100101011,0000000000000001
1010111100010000,0010000001110010,0000000000000010
0001000111100001,1000000011011111,0000000000000001
0101111101001011,0100011001011111,0000000000000101
1000000010110001,1110100010100111,0000000000000001
1111110100001100,1111111101000100,0000000000000100
1111101001010011,1111001111111001,0000000000000011
0011110000110010,1011111000011110,0000000000001010
0001001011101011,0100000001010100,0000000000000001
0010010010100010,1111110000011100,0000000000000010
1111101011010001,1000010110011110,0000000000000011
0101101101111110,1100000000100111,0000000000000001
1110011110010100,1101001000000000,0000000000000100
1111101111001110,0110000100000000,0000000000000010
1001101101010111,0011001011111010,0000000000000001
1011101101010110,0101001010110101,0000000000000001
0101110010101111,1110101100011001,0000000000000001
1110010110010001,1001110011111111,0000000000000001
1100010100000001,0000100000011110,0000000000000001
0010000000111111,1000001110110000,0000000000000001
0111100001101000,1101011100110101,0000000000000001
0001000100010000,0111111011111100,0000000001010100
1101100110010011,1000110110001100,0000000000000001
1001101000111001,0101101001110011,0000000000000001
0110000011110001,1110000111110011,0000000000000001
1110011011111011,1111111010110111,0000000000000001
1110101111111111,0100010100001001,0000000000101011
0001110111110101,0100111110111000,0000000000000001
1011111010110001,1110001011010110,0000000000000001
1100111110100111,1101101111110110,0000000000000001
0010100010101010,1000100011010101,0000000000000001
1101010111101011,0111100011010010,0000000000000001
1110101000110010,1111011001111101,0000000000000001
0100101001001101,0010111010100010,0000000000000001
1001000110111010,1111011000101110,0000000000000010
0100111001110000,0011110100111000,0000000000001000
1110110110011101,1011100000010111,0000000000000001
1111011000011010,1001001010010011,0000000000000001
0110110001111010,0000000000100011,0000000000000101
1010011001111110,1100100000001110,0000000000000010
0000110110010000,1100110100001000,0000000000001000
1000101111001111,0010110001001111,0000000000000001
0101010101000001,1101100011011000,0000000000001001
1000001111011001,0001101000111010,0000000000000011
1100110011011000,1100111010111101,0000000000000101
0101001011000110,1100011100100101,0000000000000001
1101001100011001,0110000101000011,0000000000000001
0000100010110101,0110011111001110,0000000000000011
0010100000111111,0111000000000110,0000000000000001
0001100000000100,0001100111111110,0000000000000010
0010110111110001,0100000010000001,0000000000000001
0000010111101010,0010010011000000,0000000000000010
1010110111011011,0100100011011000,0000000000000001
0010100011110011,0100101110100010,0000000000000001
0011101001010010,0001011001010110,0000000000000010
1111010110000101,1111001000001001,0000000000000001
1101011100111011,0101100011011111,0000000000000001
1110000001111000,0010111111101101,0000000000000001
1011110010010100,0101111011000011,0000000000000001
0000010111100000,0010000110011110,0000000000000010
0100000011111100,1011001010010000,0000000000000100
0110011010010001,1001000101111101,0000000000000001
1111110100010100,1010000110011101,0000000000000011
0000101111010111,0100001100000000,0000000000000001
0101000010001111,0000101000011101,0000000000000001
0010100101101101,1101011101001111,0000000000000011
0000010111000110,0100000001000000,0000000000000010
1011111111010101,1001010011000111,0000000000000001
0101101000101100,1010101000011101,0000000000000001
1110000001001011,1010010010100010,0000000000000001
0001000101100111,1011000100011110,0000000001100011
0101000101010000,0010110010100011,0000000000000001
0101110101000000,0011100001101110,0000000000000010
1000110011101010,1110010001111011,0000000000000001
1100100101001100,0010100010001010,0000000000000010
1000110000000000,1101111011100010,0000000000000010
0001000101010000,0000110111001001,0000000000000001
1100001110100111,0111010011111111,0000000000000001
0001101111101011,1001100111111011,0000000000000001
1111110011111100,0010000110001110,0000000000000010
1111001100010011,0110010100001101,0000000000000001
1010111001101011,0001111100110101,0000000000000001
1010000101001000,0011011000001001,0000000000000001
1111010101010010,1010000101101000,0000000000000010
1100111110110011,0101000101111011,0000000000000001
1110110110100011,1001011100011011,0000000000000001
0101111100101101,1001111000001100,0000000000000101
1100001111111110,0111000010000101,0000000000000001
0101000010100010,1011011101001001,0000000000000001
0010100010000001,0110101111010110,0000000000000001
1010101100010000,1101111001101010,0000000000001110
1011101001010011,0000110110101000,0000000000000001
1001011010001011,0110100110101001,0000000000000001
1111100011001011,0100101100100101,0000000000000001
1011100011010011,1111110000001101,0000000000000101
1110000011010011,1110110001001100,0000000000000011
0100101011000010,0000111000100010,0000000000000010
0111001111101011,1010001000001001,0000000000000001
1010100101101001,0100100100001101,0000000000000001
1000010000000011,1111111110110101,0000000000000001
0001000101001111,1110001110000100,0000000000000001
0101101001110100,1001101010000000,0000000000000100
0111010101101110,0101010001000001,0000000000000001
0110110101111101,1111001000010101,0000000000000001
1100011000010100,0101000010000010,0000000000000010
0100110000000100,1011110110110010,0000000000000010
1010100010011110,1000010010111111,0000000000000001
1001001111100100,0100011100001101,0000000000000011
1101010001100110,0111010001101000,0000000000000010
0100001000110011,0010110110001101,0000000000000011
1011101011101111,0100010000011110,0000000000000001
0011001101110000,0011010000110010,0000000000000010
0001010000001001,0100011010011110,0000000000010111
0100100010010000,1101100100110010,0000000000010010
1100101001110101,1010101111110000,0000000000000001
1101110010111000,0110100110010110,0000000000000010
0100111000010011,0110110100010101,0000000000000001
0010110110011001,1100110001101000,0000000000000001
1010111001010111,0000111010101110,0000000000000001
1111110100110001,1001101010111111,0000000000000001
1111110110001110,1001101011010101,0000000000000001
1101101101110010,0011110101011011,0000000000000001
1110011111110101,0100000010000001,0000000000000111
1011010011100011,1000001111101100,0000000000000001
1001010011001010,1010110100001001,0000000000000001
1011100000010100,0101000100001101,0000000000000001
1000000101110001,0001010000110001,0000000000000001
0111111001000010,1001110101111101,0000000000000011
0110000100010100,1110011101000100,0000000001001100
1101111001000010,1001110010011111,0000000000001001
1000111101101001,0011110011100100,0000000000000001
0000110110010111,0010000001010001,0000000000000001
0000000100000111,1100101110000010,0000000000000001
1100101001101111,0111000101000000,0000000000000001
0101110100100111,0100110011100111,0000000000000001
1100010111011011,1100110001110111,0000000000000001
0001111111111001,1011101100001001,0000000000000001
1101111101001001,0111111101110010,0000000000000001
1100110010110111,1001010010010100,0000000000000001
1111011011000000,0011010100110010,0000000000000010
1011000011101001,0001100100000110,0000000000000001
0101011000110101,0000001111101000,0000000000000001
0111110111010100,1101011000001011,0000000000000001
0001001101111111,0101100011100110,0000000000000001
0011110101011110,1111101101011000,0000000000000010
1001011000010111,0110100000011001,0000000000000111
1000110100110110,0010001001100111,0000000000000001
1100011011101001,0111100010001010,0000000000000001
1000001001001101,1101101110101100,0000000000000001
1011100010000010,1001111101010010,0000000000000010
1000001010000011,0001100001000100,0000000000000001
1100011010011100,1101110111100010,0000000000000110
0011000101100011,0111110110010001,0000000000000001
1010011111000110,0010100001110000,0000000000000010
0111010100010111,0011000010100100,0000000000001011
0101010100110001,1010001011001010,0000000000000001
1011111110100101,1000001010001010,0000000000000001
1101100110101101,0001010110111011,0000000000000001
0011011110011111,0111100001010111,0000000000000001
0110101001110010,0111001111110011,0000000000000001
0100110111010001,0001101000001011,0000000000000001
0010011101000110,0111011111001111,0000000000000001
1001010101101111,0010010010001010,0000000000000001
1010010001010000,0100011010001111,0000000000000001
0011000001001101,0101000010100100,0000000000000001
1101001000010101,0110100101001000,0000000000000011
1110001101010001,1001001001001000,0000000000000001
1100111101010111,0111001111110000,0000000000000001
0101010010001101,0101010111101100,0000000001110101
1001110010001101,0110110010011101,0000000000000001
0100100001100011,0001001010100011,0000000000000001
0101001101111001,0110001100000110,0000000000000011
0000010001011101,0001010100111001,0000000000000001
0100110011111001,0000111110001110,0000000000000001
1000011001100011,1001111010101001,0000000000000001
1001011101011111,1000000100110000,0000000000000011
0110110101001111,0111001110100111,0000000000000001
0001001111111111,1010101111000001,0000000000000001
0100100001100010,0110011100100010,0000000000000010
0110001011110101,1001101010101100,0000000000000001
